WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
692,NER,GGXCNL_NGDP,Niger,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.804,-0.704,-3.444,-3.007,-5.769,-4.047,-3.542,-2.976,-2.781,-3.51,-1.992,40.34,-0.995,1.49,-5.312,-2.413,-1.479,-1.118,-2.559,-8.047,-9.009,-6.071,-5.657,-4.145,-4.176,-3.047,-2.696,-2.416,-2.313,-1.984,2017
694,NGA,GGXCNL_NGDP,Nigeria,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.671,-1.663,1.326,-8.555,-4.166,3.55,4.748,1.599,-4.892,-1.958,4.065,-3.222,1.342,-2.195,5.488,4.908,8.695,-1.067,5.701,-5.364,-4.224,0.378,0.244,-2.328,-2.122,-3.509,-3.953,-5.4,-4.523,-4.975,-4.687,-4.565,-4.616,-4.638,-4.546,2018
962,MKD,GGXCNL_NGDP,North Macedonia,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.352,-1.594,0.027,2.375,-5.882,-5.242,-0.072,0.374,0.213,-0.508,0.577,-0.928,-2.628,-2.411,-2.474,-3.798,-3.837,-4.195,-3.475,-2.698,-2.74,-1.757,-2.289,-2.458,-2.402,-2.363,-2.28,-2.225,2018
142,NOR,GGXCNL_NGDP,Norway,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,5.248,4.671,3.817,5.837,6.763,9.541,5.63,4.355,2.51,1.695,2.098,0.041,-1.89,-1.474,0.198,3.101,6.122,7.454,3.201,5.833,15.108,13.188,9.046,7.242,10.917,14.811,18.013,17.119,18.684,10.344,11.003,13.445,13.851,10.788,8.765,6.072,4.038,4.924,7.253,7.574,7.822,7.754,7.84,8.205,8.601,2018
449,OMN,GGXCNL_NGDP,Oman,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.475,0.133,-5.56,-7.836,-8.557,-4.47,2.543,5.471,-5.01,0.347,13.876,8.613,6.085,6.768,6.223,12.805,13.988,12.038,16.797,-0.31,5.634,9.387,4.647,4.678,-1.08,-15.943,-21.309,-13.959,-7.944,-6.684,-8.366,-6.466,-7.533,-8.592,-8.902,2018
564,PAK,GGXCNL_NGDP,Pakistan,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-6.898,-4.527,-4.865,-5.409,-4.825,-5.57,-3.83,-4.009,-3.06,-3.313,-0.148,-1.617,-2.814,-3.286,-5.117,-7.059,-5.048,-6.013,-6.73,-8.631,-8.369,-4.852,-5.254,-4.416,-5.759,-6.422,-8.805,-7.381,-5.434,-3.915,-2.824,-2.579,2018
565,PLW,GGXCNL_NGDP,Palau,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.439,-16.65,-12.683,-2.217,-4.866,1.615,0.142,-2.093,-1.715,-0.877,-0.977,1.3,1.024,0.749,3.607,5.147,3.553,4.816,6.527,5.526,1.143,1.718,1.914,3.066,3.161,2018
283,PAN,GGXCNL_NGDP,Panama,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.299,-2.666,1.629,-0.779,-2.599,-0.957,-0.564,-2.163,-3.058,-4.373,-4.55,-2.434,0.475,3.2,0.386,-0.882,-1.713,-1.864,-1.406,-2.227,-3.127,-2.255,-1.808,-1.863,-1.99,-3.063,-2.454,-1.747,-1.532,-1.51,-1.52,2018
853,PNG,GGXCNL_NGDP,Papua New Guinea,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,-2.946,-1.07,-1.812,-2.376,0.307,0.305,0.331,-1.989,-0.609,-4.234,-4.793,-0.986,1.053,2.008,0.658,-0.161,-1.892,0.297,-1.299,-1.666,0.184,2.014,2.843,5.337,6.899,2.734,-5.483,3.062,2.215,-1.19,-6.87,-6.265,-4.583,-4.746,-2.52,-3.915,-4.893,-4.151,-3.725,-3.528,-3.531,-3.177,2015
288,PRY,GGXCNL_NGDP,Paraguay,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,4.046,0.889,2.252,0.995,0.304,1.481,3.586,3.239,3.547,6.131,8.136,3.411,3.002,4.399,4.871,3.15,2.669,3.208,4.257,2.696,-0.411,0.286,-1.857,-0.013,0.852,0.958,1.67,1.605,2.229,-0.39,0.532,1.448,-1.208,-1.066,-0.553,-1.816,-0.397,-0.882,-1.309,-0.788,-0.644,-0.771,-0.821,-0.768,-0.81,2018
293,PER,GGXCNL_NGDP,Peru,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.116,-2.154,-1.404,-1.622,-1.033,-0.436,2.029,3.348,2.68,-1.389,0.122,2.012,2.052,0.735,-0.228,-2.125,-2.254,-2.934,-1.987,-1.49,-1.41,-0.914,-0.889,-0.912,-0.897,2018
566,PHL,GGXCNL_NGDP,Philippines,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.686,-1.566,-0.269,-0.447,0.647,-0.458,-0.017,0.554,0.379,-1.35,-2.36,-3.381,-3.616,-3.841,-3.621,-2.919,-1.693,-0.048,-0.298,0.017,-2.685,-2.353,-0.318,-0.304,0.196,0.864,0.613,-0.369,-0.39,-1.55,-1.102,-1.708,-1.839,-1.97,-1.978,-2.13,2018
964,POL,GGXCNL_NGDP,Poland,General government net lending/borrowing,"Net lending (+)/ borrowing (?) is calculated as revenue minus total expenditure. This is a core GFS balance that measures the extent to which general government is either putting financial resources at the disposal of other sectors in the economy and nonresidents (net lending), or utilizing the financial resources generated by other sectors and nonresidents (net borrowing). This balance may be viewed as an indicator of the financial impact of general government activity on the rest of the economy and nonresidents (GFSM 2001, paragraph 4.17). Note: Net lending (+)/borrowing (?) is also equal to net acquisition of financial assets minus net incurrence of liabilities.",Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.39,-4.838,-4.605,-4.252,-2.298,-2.965,-4.759,-4.819,-6.043,-5.047,-3.962,-3.557,-1.853,-3.6,-7.253,-7.342,-4.827,-3.712,-4.113,-3.683,-2.705,-2.236,-1.528,-0.378,-1.511,-2.526,-2.467,-2.527,-2.574,-2.611,2018
